Assembly	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	Largest.contig	Total.length	Reference.length	GC....	Reference.GC....	N50	NG50	N75	NG75	L50	LG50	L75	LG75	X..misassemblies	X..misassembled.contigs	Misassembled.contigs.length	X..local.misassemblies	X..unaligned.contigs	Unaligned.length	Genome.fraction....	Duplication.ratio	X..N.s.per.100.kbp	X..mismatches.per.100.kbp	X..indels.per.100.kbp	X..predicted.genes..unique.	X..predicted.genes.....0.bp.	X..predicted.genes.....300.bp.	X..predicted.genes.....1500.bp.	X..predicted.genes.....3000.bp.	Largest.alignment	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	gid	refLength	refMapping	group	assemblerGroup	X..genes	cov
Ray Blacklight k64	28	22	19	18	17	6537906	6522557	6505386	6484418	6444005	28	927357	6537906	7278430	65,8	65,87	554039	554039	365939	221444	5	5	8	10	14	11	4340233	18	0 + 1 part	57	79,991	1,123	0,31	0,79	0,27	5158	5750	5293	1054	125	752826	437594	430581	221361	171407	6	7	11	14	1139_AG	7278430	6047605	uniq	4	6830 + 32 part	124,6341244
Ray Blacklight k64	22	21	21	19	18	4270211	4268926	4268926	4237767	4211511	24	768337	4271827	3480877	73,31	73,29	311534	539740	182713	236242	4	3	9	6	21	13	2039866	10	0 + 1 part	7	99,854	1,23	1,97	5,7	0,09	3237	3935	3605	573	61	766457	236242	507135	133499	174960	5	3	11	7	1220_AD	3480877	5653969	uniq	4	6055 + 40 part	243,6441592
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1220_AJ	3571513	17327	uniq	4	NA	0,727716797
Ray Blacklight k64	33	0	0	0	0	37814	0	0	0	0	707	1613	470647	4566645	68,94	68,92	646	NA	563	NA	291	NA	486	NA	0	0	0	0	0 + 0 part	0	10,137	1,017	0	1,94	0	988	988	681	0	0	1613	646	0	563	NA	291	NA	486	NA	1285_BH	4566645	557585	uniq	4	89 + 1240 part	18,31492266
Ray Blacklight k64	6	0	0	0	0	14080	0	0	0	0	8	3562	15689	2975898	46,1	46,71	2221	NA	1376	NA	3	NA	5	NA	0	0	0	0	0 + 2 part	65	0,525	1	0	486,43	0	21	21	16	1	0	3562	2221	0	1339	NA	3	NA	5	NA	1286_AP	2975898	120657	strain	4	9 + 10 part	6,081710462
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1365_A	7207331	98969	uniq	4	NA	2,059756934
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample15_97	1103	484	circular_elem	4	NA	65,82048957
Ray Blacklight k64	5	0	0	0	0	7678	0	0	0	0	8	2124	10067	12897	52,45	52,5	1380	1194	1188	649	3	4	5	8	0	0	0	0	0 + 0 part	0	77,731	1,004	0	0	0	16	16	11	0	0	2124	1380	1194	1188	649	3	4	5	8	Sample16_19	12897	2423	circular_elem	4	0 + 0 part	28,18097232
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_57	3420	22197	circular_elem	4	NA	973,5526316
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_8	8320	13686	circular_elem	4	NA	246,7427885
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample19_20	9957	83975	circular_elem	4	NA	1265,064779
Ray Blacklight k64	1	1	0	0	0	9897	9897	0	0	0	1	9897	9897	4959	35,28	35,27	9897	9897	9897	9897	1	1	1	1	1	1	9897	0	0 + 0 part	0	100	1,996	0	0	0	7	11	9	2	0	7637	7637	7637	7637	7637	1	1	1	1	Sample19_52	4959	4513	circular_elem	4	0 + 0 part	136,5093769
Ray Blacklight k64	1	1	0	0	0	5435	5435	0	0	0	1	5435	5435	4900	40,48	40,43	5435	5435	5435	5435	1	1	1	1	1	1	5435	0	0 + 0 part	0	100	1,109	0	0	0	6	7	3	1	0	5027	5027	5027	5027	5027	1	1	1	1	Sample19_56	4900	1223	circular_elem	4	0 + 0 part	37,43877551
Ray Blacklight k64	2	0	0	0	0	2464	0	0	0	0	2	1462	2464	2721	45,98	45,9	1462	1462	1002	1002	1	1	2	2	0	0	0	0	0 + 0 part	0	88,497	1,023	0	0	0	6	6	1	0	0	1462	1462	1462	1002	1002	1	1	2	2	Sample22_283	2721	509	circular_elem	4	0 + 0 part	28,05953693
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_57	6280	9216	circular_elem	4	NA	220,1273885
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_89	5236	24162	circular_elem	4	NA	692,1886937
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_271	1739	266073	circular_elem	4	NA	22950,51754
Ray Blacklight k64	1	0	0	0	0	2979	0	0	0	0	1	2979	2979	1734	39,95	40,43	2979	2979	2979	2979	1	1	1	1	1	1	2979	0	0 + 0 part	0	100	1,718	0	0	0	2	3	2	0	0	2523	2523	2523	2523	2523	1	1	1	1	Sample23_273	1734	614	circular_elem	4	0 + 0 part	53,11418685
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_288	1666	5165	circular_elem	4	NA	465,0360144
Ray Blacklight k64	1	0	0	0	0	3036	0	0	0	0	1	3036	3036	2362	61,66	61,47	3036	3036	3036	3036	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,285	0	0	0	4	4	3	0	0	3036	3036	3036	3036	3036	1	1	1	1	Sample6_289	2362	715	circular_elem	4	0 + 0 part	45,40643522
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_476	1678	74	circular_elem	4	NA	6,615017878
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_49	5285	5584	circular_elem	4	NA	158,4862819
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_527	1550	13458	circular_elem	4	NA	1302,387097
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_722	1210	530	circular_elem	4	NA	65,70247934
Ray Blacklight k64	1	1	1	0	0	11013	11013	11013	0	0	1	11013	11013	5544	48,86	48,88	11013	11013	11013	11013	1	1	1	1	1	1	11013	0	0 + 0 part	0	100	1,986	0	0	0	11	18	6	0	0	6489	6489	6489	4524	6489	1	1	2	1	Sample9_2	5544	2217	circular_elem	4	0 + 0 part	59,98376623
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample9_65	2080	274	circular_elem	4	NA	19,75961538
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1035930.011	2264253	113983	strain	4	NA	7,551033387
Ray Blacklight k64	183	107	67	18	4	1940605	1765930	1474898	699718	215814	195	57106	1950512	2413510	30,95	30,86	19473	14341	10072	3635	31	44	66	118	15	14	271373	42	0 + 3 part	298	75,118	1,076	398,1	33,65	0,22	2330	2427	1820	187	14	56852	17805	13011	9782	2979	34	50	73	129	evo_1035930.029	2413510	2005302	strain	4	3044 + 263 part	124,629813
Ray Blacklight k64	12	7	5	1	1	148349	131156	118939	52212	52212	16	52212	151318	2296439	31,04	30,92	18697	NA	13201	NA	3	NA	5	NA	2	2	18893	7	0 + 0 part	0	6,502	1,014	857,14	362,35	3,35	191	191	145	15	0	51793	18560	0	13201	NA	3	NA	5	NA	evo_1035930.032	2296439	660938	strain	4	324 + 66 part	43,17149291
Ray Blacklight k64	504	153	23	0	0	2160271	1185501	295265	0	0	534	19350	2182724	3363445	35,87	35,83	5359	3271	3366	NA	135	276	263	NA	3	3	26966	83	0 + 0 part	0	61,017	1,064	459,88	113,14	0,97	3324	3353	2274	97	0	19309	5287	3240	3313	NA	138	281	267	NA	evo_1049056.011	3363445	3162133	strain	4	3884 + 1153 part	141,0220622
Ray Blacklight k64	55	13	7	0	0	250365	143758	104439	0	0	75	20649	263666	3524378	35,41	35,79	6356	NA	2782	NA	11	NA	28	NA	0	0	0	14	0 + 0 part	0	7,359	1,017	570,42	207,04	1,16	413	413	287	10	0	20615	6332	0	2716	NA	11	NA	28	NA	evo_1049056.013	3524378	670459	strain	4	451 + 175 part	28,53520536
Ray Blacklight k64	45	5	0	0	0	129006	29179	0	0	0	59	7014	139952	3374338	35,68	35,84	3215	NA	2007	NA	16	NA	30	NA	1	1	5617	8	0 + 0 part	0	3,954	1,049	829,57	223,37	2,25	231	231	149	4	0	7014	3215	0	1968	NA	16	NA	31	NA	evo_1049056.015	3374338	1602347	strain	4	190 + 112 part	71,22939374
Ray Blacklight k64	6	2	0	0	0	30358	17046	0	0	0	8	9237	31684	3382970	35,54	35,84	7809	NA	4290	NA	2	NA	4	NA	1	1	604	3	0 + 0 part	0	0,909	1,03	1795,86	1323,66	29,27	48	48	32	1	0	9027	7809	0	4126	NA	2	NA	4	NA	evo_1049056.031	3382970	149277	strain	4	22 + 16 part	6,618902917
Ray Blacklight k64	83	5	1	0	0	171601	44191	10616	0	0	193	10616	254167	3264668	35,33	35,82	1374	NA	892	NA	45	NA	104	NA	7	6	47072	22	0 + 0 part	0	7,433	1,049	911,21	129,4	3,3	389	392	296	6	0	7095	1328	0	877	NA	53	NA	113	NA	evo_1049056.039	3264668	21546	strain	4	176 + 453 part	0,989962838
Ray Blacklight k64	3	1	0	0	0	12475	8929	0	0	0	14	8929	18862	3384405	45,63	46,7	1789	NA	596	NA	2	NA	6	NA	1	1	1789	3	0 + 0 part	0	0,533	1,045	853,57	1014,19	16,63	28	28	22	1	0	8802	1722	0	579	NA	2	NA	7	NA	evo_1286_AP.008	3384405	409851	strain	4	30 + 33 part	18,16498026
Ray Blacklight k64	442	185	51	0	0	2329809	1627373	673951	0	0	482	21180	2361961	3211060	46,72	46,7	7020	5193	4173	NA	112	181	217	NA	1	1	1789	68	0 + 0 part	0	68,197	1,079	486,59	126,4	0,5	2988	3031	2444	141	3	20955	7005	5078	4126	NA	113	183	220	NA	evo_1286_AP.026	3211060	1469507	strain	4	3744 + 957 part	68,64588329
Ray Blacklight k64	48	16	6	0	0	229881	152346	84555	0	0	70	18173	246028	3098187	46,77	46,68	6904	NA	3223	NA	11	NA	24	NA	0	0	0	9	0 + 1 part	99	7,747	1,025	618,22	256,63	0,83	307	308	253	16	1	17871	6731	0	3078	NA	12	NA	25	NA	evo_1286_AP.033	3098187	689246	strain	4	353 + 165 part	33,37012905
Ray Blacklight k64	32	3	1	0	0	96296	35152	22657	0	0	43	22657	104192	3083256	47,3	46,67	3317	NA	1725	NA	8	NA	19	NA	0	0	0	5	0 + 0 part	0	3,26	1,037	876,27	322,32	0,99	147	147	115	7	0	22217	3000	0	1703	NA	9	NA	19	NA	evo_1286_AP.037	3083256	501952	strain	4	125 + 103 part	24,41989896
Ray k91	49	42	42	36	27	6161031	6148224	6148224	6034068	5697706	50	531436	6161867	6278004	66,59	66,49	267472	267472	133612	131238	9	9	16	17	25	17	3319766	0	0 + 2 part	313	86,578	1,134	0	1,09	0,07	5012	5681	5207	802	79	496276	158218	158218	106862	103442	13	13	24	25	1030752	6278004	4133072	uniq	4	10379 + 94 part	98,75125916
Ray k91	0	0	0	0	0	0	0	0	0	0	8	997	5415	4620491	59,41	62,12	603	NA	581	NA	4	NA	6	NA	0	0	0	0	0 + 0 part	0	0,117	1	0	18,47	0	11	11	9	0	0	997	603	0	580	NA	4	NA	6	NA	1030755	4620491	336727	uniq	4	1 + 18 part	10,93153303
Ray k91	16	0	0	0	0	19284	0	0	0	0	610	1610	391144	4900391	41,51	41,31	620	NA	552	NA	256	NA	424	NA	0	0	0	0	0 + 1 part	14	7,896	1,011	0	11,11	0	749	749	553	0	0	1610	620	0	552	NA	256	NA	424	NA	1030836	4900391	579419	uniq	4	83 + 919 part	17,73590107
Ray k91	0	0	0	0	0	0	0	0	0	0	1	549	549	3289345	54,46	68,33	549	NA	549	NA	1	NA	1	NA	0	0	0	0	0 + 0 part	0	0,017	1	0	0	0	NA	NA	NA	NA	NA	549	549	0	549	NA	1	NA	1	NA	1030878	3289345	117951	uniq	4	0 + 0 part	5,378776018
Ray k91	69	60	55	47	41	7568616	7548550	7515170	7382742	7147323	69	1023618	7568616	7281938	53,03	53,04	215892	219959	110008	121876	12	11	23	21	31	19	1948517	0	0 + 3 part	1044	95,852	1,084	0	0,59	0,04	5889	6337	5595	1004	155	1022816	180530	180530	90745	99968	12	12	27	25	1035900	7281938	4418897	uniq	4	7986 + 90 part	91,02447041
Ray k91	15	4	1	0	0	62295	34215	11164	0	0	21	11164	66510	2199979	30,38	30,96	5602	NA	2563	NA	4	NA	9	NA	3	2	10258	0	0 + 2 part	334	2,95	1,02	0	596,32	6,16	91	91	67	4	0	10917	4866	0	2563	NA	5	NA	9	NA	1035930	2199979	220904	strain	4	47 + 30 part	15,06178014
Ray k91	1	0	0	0	0	2293	0	0	0	0	13	2293	9752	4677460	43,95	40,62	662	NA	545	NA	5	NA	9	NA	0	0	0	0	0 + 0 part	0	0,208	1	0	51,28	0	14	14	8	0	0	2292	662	0	545	NA	5	NA	9	NA	1036539	4677460	349514	uniq	4	0 + 26 part	11,20845502
Ray k91	21	19	19	18	15	2737543	2733795	2733795	2722505	2616768	21	447530	2737543	2659575	46,81	46,82	219069	219069	116759	116759	4	4	8	8	7	7	969120	0	0 + 1 part	18	97,404	1,057	0	0	0,04	2374	2522	2239	379	46	447504	196130	198025	102509	115566	5	4	9	8	1036554	2659575	8168678	uniq	4	5753 + 44 part	460,7133471
Ray k91	0	0	0	0	0	0	0	0	0	0	1	593	593	3184472	61,38	61,56	593	NA	593	NA	1	NA	1	NA	0	0	0	0	0 + 0 part	0	0,019	1	0	0	0	1	1	1	0	0	593	593	0	593	NA	1	NA	1	NA	1036608	3184472	122192	uniq	4	0 + 3 part	5,755679434
Ray k91	0	0	0	0	0	0	0	0	0	0	6	651	3462	2638923	30,27	27,72	576	NA	550	NA	3	NA	5	NA	0	0	0	0	0 + 0 part	0	0,131	1	0	0	0	7	7	6	0	0	651	576	0	550	NA	3	NA	5	NA	1036641	2638923	191369	uniq	4	1 + 13 part	10,87767623
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036707	4060624	72323	uniq	4	NA	2,671621406
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036728	2032530	37251	uniq	4	NA	2,749110714
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036743	5216281	73921	uniq	4	NA	2,125681113
Ray k91	2333	116	2	0	0	5549081	727897	23452	0	0	2998	13404	6057411	6467702	54,93	54,95	2495	2365	1610	1427	798	882	1552	1755	7	7	17387	1	0 + 2 part	97	89,142	1,051	0	8,43	0,05	7223	7243	5745	577	41	13404	2490	2359	1608	1424	798	883	1554	1758	1036755	6467702	1342188	uniq	4	3804 + 3197 part	31,12824308
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1048783	2431652	107568	uniq	4	NA	6,63548896
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1048993	3845825	41609	uniq	4	NA	1,622889757
Ray k91	78	69	60	46	27	4162951	4140129	4078612	3853739	3212086	78	301512	4162951	4107985	65,68	65,68	117707	117707	55398	59597	12	12	26	25	4	4	487310	0	0 + 0 part	0	99,217	1,021	0	1,06	0,02	4099	4173	3744	510	37	301491	117707	117707	55396	59597	12	12	26	25	1049005	4107985	1346963	uniq	4	7983 + 148 part	49,18334658
Ray k91	651	38	11	6	0	1778372	473323	294532	235745	0	753	46388	1860287	3268305	35,85	35,77	2830	1318	1807	NA	167	527	373	NA	8	7	46081	0	0 + 0 part	0	54,622	1,042	0	30,42	0,11	2165	2174	1804	172	9	46388	2825	1309	1786	NA	170	533	378	NA	1049056	3268305	1639674	strain	4	1503 + 1170 part	75,25341117
Ray k91	0	0	0	0	0	0	0	0	0	0	2	869	1387	3125442	63,37	68,22	869	NA	518	NA	1	NA	2	NA	0	0	0	0	0 + 0 part	0	0,044	1	0	0	0	3	3	3	0	0	869	869	0	518	NA	1	NA	2	NA	1049089	3125442	150629	uniq	4	2 + 5 part	7,229169506
Ray k91	871	357	124	3	2	4863338	3529757	1860977	187179	161978	977	108310	4943992	5192961	66,88	66,83	7978	7557	4386	3780	193	209	396	442	12	11	116184	0	0 + 4 part	745	88,616	1,074	0	60	0,87	5526	5646	4685	522	33	108310	7892	7510	4325	3762	197	213	402	449	1052944	5192961	257982	strain	4	5338 + 1166 part	7,451875722
Ray k91	105	9	3	0	0	255652	91530	52572	0	0	464	19558	501965	4767709	65,22	67,04	1011	NA	696	NA	101	NA	251	NA	6	6	45329	1	0 + 1 part	3132	10,155	1,03	0	212,33	8,68	853	854	590	17	2	18581	974	0	675	NA	114	NA	270	NA	1052947	4767709	753707	strain	4	344 + 612 part	23,71286712
Ray k91	40	19	6	0	0	246636	188693	90215	0	0	45	24132	250414	5190212	65,51	66,83	8792	NA	5780	NA	10	NA	19	NA	6	6	56663	0	0 + 0 part	0	4,653	1,037	0	48,86	0,41	307	312	232	25	1	20380	7361	0	3852	NA	12	NA	22	NA	1053058	5190212	1025896	strain	4	335 + 78 part	29,64896232
Ray k91	33	26	23	21	20	9766602	9745660	9723999	9676185	9637084	33	1299782	9766602	7278430	65,89	65,87	792978	913919	387434	619151	5	4	10	6	17	12	4486818	21	0 + 0 part	0	99,105	1,354	0	0,94	0,08	6331	8542	7895	1610	201	1299782	554522	752826	371880	554522	6	4	12	7	1139_AG	7278430	6047605	uniq	4	9251 + 31 part	124,6341244
Ray k91	24	23	23	22	21	3925175	3923833	3923833	3910771	3878805	24	716426	3925175	3480877	73,18	73,29	203535	290132	137473	140288	5	4	11	9	19	10	1346858	10	0 + 0 part	0	99,858	1,13	0	1,29	0,09	3238	3668	3350	501	53	716233	174772	239031	126892	135243	6	4	13	10	1220_AD	3480877	5653969	uniq	4	6051 + 46 part	243,6441592
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1220_AJ	3571513	17327	uniq	4	NA	0,727716797
Ray k91	33	0	0	0	0	37644	0	0	0	0	709	1613	472553	4566645	68,91	68,92	646	NA	564	NA	292	NA	487	NA	0	0	0	0	0 + 0 part	0	10,194	1,015	0	2,15	0	990	990	680	0	0	1613	646	0	564	NA	292	NA	487	NA	1285_BH	4566645	557585	uniq	4	91 + 1246 part	18,31492266
Ray k91	3	0	0	0	0	6709	0	0	0	0	4	3129	7467	2975898	46,2	46,71	2173	NA	1407	NA	2	NA	3	NA	0	0	0	0	0 + 2 part	96	0,248	1	0	651,2	0	11	11	8	0	0	3129	2145	0	1339	NA	2	NA	3	NA	1286_AP	2975898	120657	strain	4	5 + 4 part	6,081710462
Ray k91	1	1	1	1	1	359136	359136	359136	359136	359136	1	359136	359136	7207331	66,12	65,81	359136	NA	359136	NA	1	NA	1	NA	0	0	0	0	0 + 1 part	353778	0,072	1,031	0	4021,55	192,42	279	279	263	69	10	2406	NA	0	NA	NA	NA	NA	NA	NA	1365_A	7207331	98969	uniq	4	1 + 2 part	2,059756934
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample15_97	1103	484	circular_elem	4	NA	65,82048957
Ray k91	5	0	0	0	0	8277	0	0	0	0	8	2448	10666	12897	52,84	52,5	1380	1194	1188	828	3	4	5	7	0	0	0	0	0 + 0 part	0	79,677	1,038	0	0	0	16	16	11	1	0	2448	1380	1194	1188	828	3	4	5	7	Sample16_19	12897	2423	circular_elem	4	0 + 0 part	28,18097232
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_57	3420	22197	circular_elem	4	NA	973,5526316
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_8	8320	13686	circular_elem	4	NA	246,7427885
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample19_20	9957	83975	circular_elem	4	NA	1265,064779
Ray k91	1	1	0	0	0	9943	9943	0	0	0	1	9943	9943	4959	35,26	35,27	9943	9943	9943	9943	1	1	1	1	1	1	9943	0	0 + 0 part	0	100	2,005	0	0	0	7	11	9	2	0	7683	7683	7683	7683	7683	1	1	1	1	Sample19_52	4959	4513	circular_elem	4	0 + 0 part	136,5093769
Ray k91	1	1	0	0	0	5559	5559	0	0	0	1	5559	5559	4900	40,4	40,43	5559	5559	5559	5559	1	1	1	1	1	1	5559	0	0 + 0 part	0	100	1,134	0	0	0	6	7	3	1	0	5027	5027	5027	5027	5027	1	1	1	1	Sample19_56	4900	1223	circular_elem	4	0 + 0 part	37,43877551
Ray k91	2	0	0	0	0	2464	0	0	0	0	2	1462	2464	2721	45,98	45,9	1462	1462	1002	1002	1	1	2	2	0	0	0	0	0 + 0 part	0	88,497	1,023	0	0	0	6	6	1	0	0	1462	1462	1462	1002	1002	1	1	2	2	Sample22_283	2721	509	circular_elem	4	0 + 0 part	28,05953693
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_57	6280	9216	circular_elem	4	NA	220,1273885
Ray k91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_89	5236	24162	circular_elem	4	NA	692,1886937
