"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"refLength"	"refMapping"	"group"	"assemblerGroup"	"assemblerRealName"	"cov"
"fervent_mayer_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036011"	2840943	3080	"uniq"	"2"	"Minia k21-k91"	0.162622058943104
"fervent_mayer_1"	1	0	0	0	0	1005	0	0	0	0	190	1005	114606	3583033	35.55	35.66	589	NA	542	NA	84	NA	135	NA	0	0	0	0	"0 + 0 part"	0	3.199	1	0	11.34	0	"238"	"238"	"157"	"0"	"0"	1005	"589"	0	"542"	NA	"84"	NA	"135"	NA	"1036557"	3583033	44752	"uniq"	"2"	"Minia k21-k91"	1.87349656003726
"fervent_mayer_1"	175	109	73	34	13	2901749	2731531	2492173	1870627	1089539	186	141450	2910685	2952162	47.38	47.31	42296	"40928"	16182	"15670"	21	"22"	50	"52"	7	6	155311	5	"0 + 1 part"	39	98.36	1.002	158.42	1.03	1.96	"3149"	"3149"	"2495"	"284"	"23"	141450	"39098"	34965	"16182"	"15670"	"22"	"23"	"52"	"54"	"1036566"	2952162	362833	"uniq"	"2"	"Minia k21-k91"	18.4356244677629
"fervent_mayer_1"	103	62	50	31	16	2462138	2355477	2272287	1933010	1393645	113	165888	2469217	2489535	51.06	51.06	59017	"59017"	29955	"27710"	14	"14"	28	"29"	6	6	194626	3	"0 + 2 part"	149	99.083	1.001	83.51	0.93	1.5	"2105"	"2105"	"1884"	"278"	"28"	165171	"57545"	57545	"27188"	"27188"	"14"	"14"	"31"	"31"	"1036614"	2489535	254201	"uniq"	"2"	"Minia k21-k91"	15.3161735022805
"fervent_mayer_1"	194	110	68	28	10	2397861	2175786	1892443	1279186	681328	202	81061	2404549	2460837	29.58	29.64	26440	"25611"	11595	"11040"	25	"27"	60	"64"	4	4	149208	3	"0 + 1 part"	29	97.466	1.003	186.9	3.79	1.67	"2413"	"2414"	"2057"	"274"	"22"	80911	"25170"	23716	"11154"	"10943"	"27"	"28"	"63"	"66"	"1036629"	2460837	261366	"uniq"	"2"	"Minia k21-k91"	15.9315306133645
"fervent_mayer_1"	52	31	27	22	19	3250773	3194792	3169081	3095415	2981305	58	549944	3255125	3270841	54.14	54.11	195889	"195889"	87645	"87645"	4	"4"	11	"11"	5	4	255073	6	"0 + 0 part"	0	99.191	1.003	327.21	2.28	3.58	"3183"	"3183"	"2770"	"388"	"38"	546059	"195219"	195219	"74594"	"74594"	"4"	"4"	"12"	"12"	"1036635"	3270841	395820	"uniq"	"2"	"Minia k21-k91"	18.1522122292096
"fervent_mayer_1"	130	54	38	31	24	4437860	4242597	4135717	4007053	3732502	153	458638	4453890	4474501	29.3	29.32	176113	"176113"	79502	"79502"	8	"8"	18	"18"	11	8	970838	5	"0 + 2 part"	145	99.25	1.003	201.69	0.81	3.85	"4309"	"4310"	"3680"	"551"	"42"	458442	"150398"	150398	"64893"	"54847"	"9"	"9"	"21"	"22"	"1036680"	4474501	588821	"uniq"	"2"	"Minia k21-k91"	19.739217847979
"fervent_mayer_1"	94	62	51	44	35	4794446	4703328	4628326	4512544	4147125	104	242083	4801361	4836996	39.66	39.66	133053	"133053"	73745	"68673"	15	"15"	26	"27"	12	9	1016434	10	"0 + 0 part"	0	99.084	1.002	148.52	1.02	2.32	"4112"	"4113"	"3733"	"712"	"55"	241372	"111345"	111345	"60855"	"60855"	"16"	"16"	"31"	"31"	"1036683"	4836996	343819	"uniq"	"2"	"Minia k21-k91"	10.6621651123962
"fervent_mayer_1"	29	14	14	14	14	3380230	3342948	3342948	3342948	3342948	35	860557	3383982	3394420	39.87	39.9	279561	"279561"	174089	"174089"	4	"4"	7	"7"	6	5	681411	17	"0 + 0 part"	0	99.003	1.007	679.94	2.35	4.64	"3086"	"3086"	"2792"	"517"	"42"	817181	"259288"	259288	"125514"	"125514"	"4"	"4"	"9"	"9"	"1036695"	3394420	199382	"uniq"	"2"	"Minia k21-k91"	8.81072465988298
"fervent_mayer_1"	691	80	4	0	0	1990782	537370	43453	0	0	920	11738	2161086	2233018	27.78	27.84	3242	"3156"	1942	"1815"	218	"229"	432	"461"	0	0	0	1	"0 + 0 part"	0	95.307	1.015	0	1.5	0	"2794"	"2794"	"2176"	"166"	"7"	11738	"3242"	3156	"1942"	"1815"	"218"	"229"	"432"	"461"	"1036701"	2233018	564106	"uniq"	"2"	"Minia k21-k91"	37.8930666927002
"fervent_mayer_1"	530	0	0	0	0	697095	0	0	0	0	2503	2982	2045391	4151980	48.37	48.23	834	NA	639	NA	888	NA	1595	NA	4	4	4020	0	"0 + 0 part"	0	48.741	1.011	0	5.63	0	"3644"	"3644"	"2553"	"9"	"0"	2982	"834"	0	"639"	NA	"889"	NA	"1596"	NA	"1036704"	4151980	1776844	"uniq"	"2"	"Minia k21-k91"	64.1926502536139
"fervent_mayer_1"	86	41	32	21	16	2559436	2459938	2400777	2214756	2045088	108	378793	2576437	2627109	49.51	49.51	122430	"122430"	59360	"53628"	8	"8"	14	"15"	2	2	275319	13	"0 + 0 part"	0	97.891	1.002	164.53	5.17	4.82	"2588"	"2589"	"2193"	"306"	"22"	358346	"105771"	105771	"45078"	"38549"	"9"	"9"	"17"	"18"	"1036716"	2627109	155220	"uniq"	"2"	"Minia k21-k91"	8.86259382461862
"fervent_mayer_1"	50	27	26	22	13	2453040	2395673	2387401	2321188	1981640	58	414613	2458710	2473383	28.52	28.57	145612	"145612"	82366	"82366"	6	"6"	12	"12"	3	3	221801	3	"0 + 1 part"	51	99.233	1.002	81.95	1.59	1.83	"2378"	"2378"	"2047"	"309"	"32"	414613	"123673"	123673	"73115"	"73115"	"7"	"7"	"13"	"13"	"1036731"	2473383	160590	"uniq"	"2"	"Minia k21-k91"	9.73909014495531
"fervent_mayer_1"	47	23	15	13	11	2933008	2880605	2830406	2795330	2719334	55	1208769	2938756	2938633	28.62	28.63	413327	"413327"	180940	"180940"	2	"2"	5	"5"	2	2	83661	14	"0 + 0 part"	0	99.574	1.004	427.77	2.19	5.57	"2749"	"2751"	"2468"	"319"	"33"	1153265	"391760"	391760	"87037"	"87037"	"2"	"2"	"6"	"6"	"1036782"	2938633	162055	"uniq"	"2"	"Minia k21-k91"	8.27195842420609
"fervent_mayer_1"	0	0	0	0	0	0	0	0	0	0	190	938	113352	4983771	60.5	60.5	576	NA	536	NA	85	NA	136	NA	2	2	1219	1	"0 + 0 part"	0	2.273	1.002	0	33.55	0	"247"	"247"	"160"	"0"	"0"	938	"576"	0	"534"	NA	"85"	NA	"136"	NA	"1036785"	4983771	3262285	"uniq"	"2"	"Minia k21-k91"	98.1872461635978
"fervent_mayer_1"	264	124	85	48	24	4073014	3700785	3453741	2799808	1937595	288	167204	4090352	4131007	66.71	66.67	43822	"43822"	20896	"20326"	27	"27"	60	"62"	14	11	712611	17	"0 + 0 part"	0	98.708	1.003	230.37	6.13	4.22	"3796"	"3796"	"3325"	"548"	"80"	128127	"37485"	34614	"16139"	"14933"	"33"	"34"	"76"	"78"	"1036800"	4131007	226977	"uniq"	"2"	"Minia k21-k91"	8.24170716728391
"fervent_mayer_1"	1202	107	23	17	14	4960751	2533840	2027210	1949560	1812233	1689	356098	5321481	5165242	67.86	67.84	4654	"4932"	2177	"2357"	134	"117"	555	"504"	4	4	5575	144	"0 + 0 part"	0	95.489	1.079	6869.93	27.29	5.11	"5855"	"5858"	"4718"	"384"	"27"	272574	"3805"	3933	"1704"	"1839"	"221"	"201"	"746"	"679"	"1036803"	5165242	210484	"uniq"	"2"	"Minia k21-k91"	6.11251128214322
"fervent_mayer_1"	366	142	101	77	57	9693176	9175198	8930859	8536894	7786474	521	995617	9803527	9745282	69.06	69.05	119683	"119683"	63468	"65289"	22	"22"	50	"49"	24	20	1915019	71	"0 + 1 part"	64	98.953	1.017	1195.15	6.53	5.71	"9654"	"9667"	"8267"	"1164"	"144"	994183	"98575"	98575	"43164"	"44463"	"24"	"24"	"59"	"58"	"1048861"	9745282	704100	"uniq"	"2"	"Minia k21-k91"	10.8375519559106
"fervent_mayer_1"	91	3	3	3	3	360190	238314	238314	238314	238314	1684	121338	1364964	10810212	68.84	68.95	691	NA	574	NA	500	NA	1044	NA	6	6	5072	0	"0 + 3 part"	234663	10.445	1.001	621.99	42.07	0.18	"2573"	"2573"	"1794"	"26"	"3"	4743	"604"	0	"519"	NA	"867"	NA	"1480"	NA	"1048870"	10810212	173930	"uniq"	"2"	"Minia k21-k91"	2.41341242891444
"fervent_mayer_1"	56	34	32	28	25	12241263	12192938	12179960	12099805	11987943	77	2203468	12257017	12276125	66.21	66.2	733155	"733155"	513426	"513426"	5	"5"	10	"10"	6	4	2238981	35	"0 + 0 part"	0	99.583	1.003	250.99	2.41	2.03	"11094"	"11094"	"9963"	"1568"	"251"	2197789	"656235"	656235	"390435"	"390435"	"6"	"6"	"12"	"12"	"1048885"	12276125	964000	"uniq"	"2"	"Minia k21-k91"	11.7789611950025
"fervent_mayer_1"	75	0	0	0	0	88777	0	0	0	0	1016	2057	693459	2958257	32.25	32.24	665	NA	559	NA	404	NA	688	NA	2	2	1429	0	"0 + 0 part"	0	23.321	1.005	0	7.68	0	"1366"	"1366"	"988"	"2"	"0"	2057	"665"	0	"559"	NA	"405"	NA	"689"	NA	"1048939"	2958257	1468994	"uniq"	"2"	"Minia k21-k91"	74.4861247687405
"fervent_mayer_1"	3	0	0	0	0	3211	0	0	0	0	397	1183	240921	7410016	44.05	43.75	586	NA	536	NA	173	NA	281	NA	1	1	899	0	"0 + 1 part"	15	3.251	1	0	22.42	0	"472"	"472"	"358"	"0"	"0"	1183	"584"	0	"535"	NA	"174"	NA	"282"	NA	"1048942"	7410016	94996	"uniq"	"2"	"Minia k21-k91"	1.92299179920799
"fervent_mayer_1"	810	0	0	0	0	1062791	0	0	0	0	4137	3157	3335585	7241272	41.92	41.93	810	NA	638	NA	1489	NA	2658	NA	0	0	0	0	"0 + 0 part"	0	45.97	1.002	0	13.88	0	"5553"	"5553"	"4260"	"34"	"0"	3157	"810"	0	"638"	NA	"1489"	NA	"2658"	NA	"1048945"	7241272	166474	"uniq"	"2"	"Minia k21-k91"	3.44844110261291
"fervent_mayer_1"	78	12	5	3	1	334477	234861	183658	152360	68546	521	68546	624239	3668822	65.33	66.54	1156	NA	664	NA	58	NA	249	NA	1	1	2019	1	"0 + 0 part"	0	16.928	1.005	0.16	32.53	0	"973"	"973"	"697"	"37"	"6"	68424	"1156"	0	"661"	NA	"58"	NA	"250"	NA	"1048966"	3668822	316195	"strain"	"2"	"Minia k21-k91"	12.9276508917576
"fervent_mayer_1"	7	0	0	0	0	8633	0	0	0	0	388	1843	243199	3685266	60.28	60.09	604	NA	548	NA	166	NA	272	NA	0	0	0	0	"0 + 1 part"	16	6.594	1.001	0	23.05	0	"526"	"526"	"362"	"0"	"0"	1843	"604"	0	"548"	NA	"166"	NA	"272"	NA	"1048978"	3685266	53535	"uniq"	"2"	"Minia k21-k91"	2.17901502903725
"fervent_mayer_1"	136	0	0	0	0	168643	0	0	0	0	1518	2644	1081811	3867412	59	59.01	692	NA	584	NA	590	NA	1016	NA	4	4	4780	0	"0 + 1 part"	20	27.933	1.002	0	25.64	0	"2143"	"2143"	"1473"	"2"	"0"	2644	"691"	0	"584"	NA	"592"	NA	"1018"	NA	"1049011"	3867412	76819	"uniq"	"2"	"Minia k21-k91"	2.97947309466899
"fervent_mayer_1"	13	9	9	8	8	4501216	4489336	4489336	4465465	4465465	15	1313059	4503063	4506111	41.47	41.47	690434	"690434"	629642	"629642"	3	"3"	4	"4"	3	3	2437047	10	"0 + 0 part"	0	99.754	1.002	174.35	0.53	1.25	"3738"	"3738"	"3494"	"722"	"142"	1259255	"629416"	629416	"317219"	"317219"	"3"	"3"	"6"	"6"	"1049032"	4506111	325172	"uniq"	"2"	"Minia k21-k91"	10.8243671760416
"fervent_mayer_1"	44	0	0	0	0	50630	0	0	0	0	833	1652	556052	3155334	31.37	31.25	648	NA	562	NA	341	NA	572	NA	0	0	0	0	"0 + 0 part"	0	17.574	1.003	0	10.28	0.36	"1127"	"1127"	"780"	"1"	"0"	1652	"648"	0	"562"	NA	"341"	NA	"572"	NA	"1049035"	3155334	1645449	"uniq"	"2"	"Minia k21-k91"	78.2222579289546
"fervent_mayer_1"	37	0	0	0	0	43056	0	0	0	0	1008	1553	653931	5050264	40	39.91	636	NA	553	NA	421	NA	697	NA	2	2	1359	0	"0 + 1 part"	209	12.94	1.001	0	15.3	0	"1229"	"1229"	"905"	"0"	"0"	1553	"635"	0	"552"	NA	"421"	NA	"697"	NA	"1049083"	5050264	81615	"uniq"	"2"	"Minia k21-k91"	2.42408119654735
"fervent_mayer_1"	1786	161	7	1	1	4975324	1320085	351703	281794	281794	2499	281794	5493472	5484531	65.7	65.48	2995	"3001"	1711	"1717"	539	"538"	1142	"1138"	9	9	25186	1	"0 + 4 part"	280354	93.599	1.016	11.3	2.01	0.04	"7106"	"7110"	"5458"	"414"	"19"	16709	"2714"	2720	"1463"	"1466"	"640"	"638"	"1322"	"1318"	"1052941"	5484531	1430239	"uniq"	"2"	"Minia k21-k91"	39.1165352151351
"fervent_mayer_1"	558	114	61	42	31	5486339	4527392	4186896	3851506	3463203	800	361675	5667207	5431076	67.81	67.8	64363	"70497"	7515	"17149"	21	"19"	69	"53"	23	20	1320355	96	"0 + 2 part"	447	97.065	1.075	5871.92	11.13	8.37	"6258"	"6264"	"5047"	"481"	"24"	294473	"47269"	49843	"4613"	"5864"	"31"	"28"	"140"	"106"	"1052950"	5431076	491164	"uniq"	"2"	"Minia k21-k91"	13.5653782049818
"fervent_mayer_1"	13	0	0	0	0	14332	0	0	0	0	502	1288	320259	4217986	67.23	67.73	612	NA	549	NA	210	NA	349	NA	7	7	5659	0	"0 + 0 part"	0	7.585	1.002	0	70.02	0	"710"	"710"	"458"	"0"	"0"	1288	"611"	0	"547"	NA	"212"	NA	"352"	NA	"1052953"	4217986	70576	"uniq"	"2"	"Minia k21-k91"	2.50982340861255
"fervent_mayer_1"	118	31	8	1	0	475644	281082	133638	34861	0	166	34861	510249	2513744	58.43	66.15	5609	NA	2565	NA	27	NA	60	NA	4	4	15580	1	"0 + 1 part"	350	20.012	1.014	484.86	5.17	0.99	"600"	"600"	"420"	"41"	"4"	32468	"5601"	0	"2413"	NA	"27"	NA	"62"	NA	"1052959"	2513744	433346	"strain"	"2"	"Minia k21-k91"	25.8585997619487
"fervent_mayer_1"	223	3	0	0	0	385636	18629	0	0	0	979	6999	893363	2364912	64.2	66.55	882	NA	649	NA	288	NA	585	NA	2	2	1189	0	"0 + 2 part"	746	37.434	1.008	0	6.78	0	"1614"	"1614"	"1073"	"21"	"0"	6999	"881"	0	"647"	NA	"289"	NA	"586"	NA	"1052965"	2364912	672720	"strain"	"2"	"Minia k21-k91"	42.668818120928
"fervent_mayer_1"	165	0	0	0	0	235169	0	0	0	0	912	3602	727248	3864762	64.67	66.31	779	NA	602	NA	312	NA	582	NA	3	3	3184	0	"0 + 2 part"	133	18.644	1.009	0	9.02	0	"1406"	"1406"	"926"	"9"	"0"	3602	"778"	0	"601"	NA	"314"	NA	"584"	NA	"1052968"	3864762	1404725	"strain"	"2"	"Minia k21-k91"	54.5204982868285
"fervent_mayer_1"	846	86	25	13	2	2640771	1123556	728896	541648	120271	1378	68300	3029515	3648644	42.06	42.12	3074	"2327"	1491	"875"	187	"303"	545	"949"	9	8	153481	1	"0 + 2 part"	261	81.536	1.018	665.29	4.34	1.34	"3725"	"3725"	"2959"	"217"	"13"	57630	"3022"	2235	"1435"	"848"	"198"	"317"	"566"	"982"	"1052974"	3648644	341271	"strain"	"2"	"Minia k21-k91"	14.0300478753203
"fervent_mayer_1"	342	43	21	11	6	1587917	1013380	872341	720097	542293	634	146257	1801602	3602225	41.27	41.99	7502	"505"	1786	NA	25	"634"	164	NA	2	2	112329	28	"0 + 3 part"	2108	47.012	1.063	4923.67	49.13	5.26	"2044"	"2044"	"1623"	"121"	"9"	116368	"5200"	0	"1386"	NA	"40"	NA	"222"	NA	"1052977"	3602225	182120	"strain"	"2"	"Minia k21-k91"	7.58364621865652
"fervent_mayer_1"	1140	320	118	6	0	5206357	3261420	1858820	189750	0	1604	39793	5534070	6919612	62.07	61.97	6446	"4489"	3090	"1036"	232	"362"	547	"1124"	4	4	7680	0	"0 + 1 part"	70	79.777	1.003	0	5.94	0.34	"6379"	"6379"	"5163"	"485"	"29"	39793	"6446"	4466	"3084"	"1033"	"232"	"362"	"548"	"1125"	"1052992"	6919612	9256675	"strain"	"2"	"Minia k21-k91"	200.661720628266
"fervent_mayer_1"	408	49	3	0	0	1129868	328644	32179	0	0	657	11016	1304067	6860017	60.68	62.08	3042	NA	1530	NA	133	NA	287	NA	4	4	4405	0	"0 + 2 part"	900	18.835	1.009	0	35.45	0.54	"1714"	"1714"	"1269"	"77"	"5"	11016	"3002"	0	"1530"	NA	"134"	NA	"287"	NA	"1052995"	6860017	1681048	"strain"	"2"	"Minia k21-k91"	36.7575182393863
"fervent_mayer_1"	345	153	73	14	2	2396263	1935647	1376959	532565	139409	418	85898	2448501	2512854	56.14	56	11453	"10967"	5630	"5341"	59	"62"	135	"144"	0	0	0	0	"0 + 0 part"	0	96.973	1.005	0	0.49	0.12	"2571"	"2571"	"2155"	"257"	"13"	85898	"11453"	10967	"5630"	"5341"	"59"	"62"	"135"	"144"	"1052998"	2512854	8175198	"strain"	"2"	"Minia k21-k91"	488.002764983561
"fervent_mayer_1"	119	5	0	0	0	249574	32229	0	0	0	206	9037	310741	2627482	49.94	55.8	1935	NA	1158	NA	52	NA	104	NA	1	1	863	0	"0 + 0 part"	0	11.773	1.005	0	83.41	0.32	"428"	"428"	"301"	"13"	"0"	9037	"1935"	0	"1158"	NA	"52"	NA	"104"	NA	"1053004"	2627482	95009	"strain"	"2"	"Minia k21-k91"	5.42395723357953
"fervent_mayer_1"	95	3	0	0	0	181884	20814	0	0	0	384	8711	365451	3687444	61.03	63.98	979	NA	623	NA	96	NA	218	NA	0	0	0	0	"0 + 0 part"	0	9.812	1.01	0	12.71	0	"607"	"607"	"424"	"14"	"1"	8711	"979"	0	"623"	NA	"96"	NA	"218"	NA	"1053022"	3687444	1005316	"strain"	"2"	"Minia k21-k91"	40.8948312164198
"fervent_mayer_1"	371	18	11	5	4	1225764	653845	609577	515431	470335	1686	251711	2113433	3764101	63.85	64.03	1279	"586"	725	NA	221	"1259"	802	NA	0	0	0	1	"0 + 4 part"	361337	45.851	1.015	2801.13	15.76	0.29	"3019"	"3019"	"2213"	"133"	"16"	60605	"822"	0	"562"	NA	"587"	NA	"1374"	NA	"1053025"	3764101	265376	"strain"	"2"	"Minia k21-k91"	10.5752741491262
"fervent_mayer_1"	103	13	4	1	1	452067	254848	186441	148736	148736	300	148736	579400	3769101	61.53	63.91	3867	NA	1207	NA	21	NA	88	NA	0	0	0	0	"0 + 1 part"	139943	11.557	1.009	4390.92	23.88	0.92	"765"	"765"	"558"	"35"	"2"	16033	"1246"	0	"504"	NA	"85"	NA	"293"	NA	"1053028"	3769101	812701	"strain"	"2"	"Minia k21-k91"	32.3432961865442
"fervent_mayer_1"	715	98	36	21	10	3319278	1980656	1582105	1401430	1019300	1207	251711	3668303	3805060	64.8	64.75	5980	"5432"	2282	"1927"	71	"83"	330	"378"	4	4	310678	52	"0 + 3 part"	60192	90.15	1.052	3765.31	12.36	3.27	"4103"	"4103"	"3352"	"363"	"40"	157587	"4669"	4379	"1657"	"1436"	"116"	"131"	"446"	"513"	"1053031"	3805060	205178	"uniq"	"2"	"Minia k21-k91"	8.08836128733844
"fervent_mayer_1"	3	0	0	0	0	5473	0	0	0	0	15	3333	12013	2683588	36.78	34.06	612	NA	529	NA	4	NA	10	NA	1	1	3333	0	"0 + 0 part"	0	0.448	0.999	0	415.94	24.96	"24"	"24"	"17"	"0"	"0"	1993	"589"	0	"529"	NA	"6"	NA	"11"	NA	"1053034"	2683588	29371	"strain"	"2"	"Minia k21-k91"	1.64170133418394
"fervent_mayer_1"	880	78	1	0	0	2332683	497041	12344	0	0	1214	12344	2576308	2728734	34.18	34.31	2901	"2765"	1695	"1511"	291	"318"	579	"650"	1	1	3333	0	"0 + 2 part"	125	92.999	1.015	0	1.58	0.04	"3435"	"3437"	"2623"	"191"	"5"	12344	"2887"	2763	"1692"	"1503"	"291"	"318"	"580"	"651"	"1053037"	2728734	660070	"strain"	"2"	"Minia k21-k91"	36.2844088137576
"fervent_mayer_1"	1	0	0	0	0	1649	0	0	0	0	160	1649	95233	7144647	67.89	68.31	569	NA	529	NA	71	NA	114	NA	2	2	1404	0	"0 + 0 part"	0	1.333	1.001	0	27.3	1.05	"200"	"200"	"142"	"1"	"0"	1544	"564"	0	"526"	NA	"71"	NA	"115"	NA	"1053040"	7144647	4925675	"uniq"	"2"	"Minia k21-k91"	103.413261704882
"fervent_mayer_1"	96	55	40	34	30	6557827	6467947	6359946	6262285	6105800	127	769396	6580026	6600894	70.83	70.79	221552	"221552"	166316	"144977"	9	"9"	17	"18"	12	10	1362239	34	"0 + 1 part"	32	99.037	1.007	633.45	5.51	3	"6144"	"6148"	"5544"	"831"	"104"	766179	"204304"	204304	"115076"	"115076"	"9"	"9"	"19"	"19"	"1053049"	6600894	620207	"uniq"	"2"	"Minia k21-k91"	14.093704580016
"fervent_mayer_1"	204	48	25	22	17	5062874	4752025	4615221	4557844	4392881	314	693069	5142487	5028997	67.57	67.55	328724	"328724"	165298	"166083"	6	"6"	12	"11"	11	6	925086	140	"0 + 0 part"	0	98.302	1.04	3700.19	17.21	11.41	"5088"	"5092"	"4375"	"518"	"54"	654318	"193354"	220169	"99633"	"99633"	"8"	"7"	"16"	"16"	"1053055"	5028997	240234	"uniq"	"2"	"Minia k21-k91"	7.16546460457224
"fervent_mayer_1"	1	0	0	0	0	1245	0	0	0	0	166	1245	99658	4198864	61.43	61.47	581	NA	538	NA	74	NA	118	NA	0	0	0	0	"0 + 0 part"	0	2.373	1	0	50.17	0	"215"	"215"	"146"	"0"	"0"	1245	"581"	0	"538"	NA	"74"	NA	"118"	NA	"1139_AA"	4198864	52190	"uniq"	"2"	"Minia k21-k91"	1.86443285612489
"fervent_mayer_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1139_AF"	5696255	32379	"uniq"	"2"	"Minia k21-k91"	0.852639146246086
"fervent_mayer_1"	0	0	0	0	0	0	0	0	0	0	5	555	2642	5810167	59.08	59.34	521	NA	517	NA	3	NA	4	NA	0	0	0	0	"0 + 0 part"	0	0.045	1	0	37.85	0	"6"	"6"	"3"	"0"	"0"	555	"521"	0	"517"	NA	"3"	NA	"4"	NA	"1139_AL"	5810167	37577	"uniq"	"2"	"Minia k21-k91"	0.970118414840744
"fervent_mayer_1"	26	5	3	1	0	126400	76407	64842	38723	0	32	38723	130890	5593517	64.62	66.59	6389	NA	3363	NA	4	NA	11	NA	1	1	2526	0	"0 + 0 part"	0	2.331	1.004	0	6.9	0	"158"	"158"	"126"	"13"	"0"	38723	"6389"	0	"3363"	NA	"4"	NA	"11"	NA	"1139_AW"	5593517	1050885	"strain"	"2"	"Minia k21-k91"	28.1813302793216
"fervent_mayer_1"	0	0	0	0	0	0	0	0	0	0	34	757	20162	4627881	69.35	72.13	582	NA	521	NA	16	NA	25	NA	0	0	0	0	"0 + 0 part"	0	0.436	1	0	29.76	4.96	"39"	"39"	"26"	"0"	"0"	757	"582"	0	"521"	NA	"16"	NA	"25"	NA	"1139_B"	4627881	2888177	"uniq"	"2"	"Minia k21-k91"	93.6122925373405
"fervent_mayer_1"	1351	87	37	18	10	4876979	2760514	2433715	2148114	1838290	3427	353587	6353045	6327675	66.8	66.89	2737	"2767"	1048	"1061"	205	"200"	1242	"1224"	5	5	38928	19	"0 + 10 part"	1531840	74.43	1.024	1507.39	17.98	0.81	"8772"	"8773"	"6839"	"411"	"47"	211595	"1062"	1068	"509"	"515"	"1216"	"1204"	"3376"	"3339"	"1139_BF"	6327675	686393	"strain"	"2"	"Minia k21-k91"	16.2712133603575
"fervent_mayer_1"	503	0	0	0	0	662361	0	0	0	0	3023	2703	2360539	6070022	66.52	66.61	775	NA	617	NA	1097	NA	1956	NA	3	3	2311	6	"0 + 0 part"	0	38.483	1.011	0	14.34	0.17	"4610"	"4610"	"3183"	"16"	"0"	2703	"775"	0	"617"	NA	"1098"	NA	"1956"	NA	"1139_CF"	6070022	2345168	"uniq"	"2"	"Minia k21-k91"	57.9528706815231
"fervent_mayer_1"	858	218	82	19	6	4271064	2738119	1837221	942125	502210	1170	110685	4500961	4660190	72.42	72.24	6653	"6309"	3160	"2919"	135	"147"	375	"414"	1	1	765	7	"0 + 0 part"	0	94.848	1.018	654.15	18.48	1.27	"4931"	"4931"	"4182"	"493"	"59"	109061	"6516"	6287	"3066"	"2858"	"139"	"152"	"384"	"424"	"1139_CJ"	4660190	439028	"uniq"	"2"	"Minia k21-k91"	14.1312264092237
"fervent_mayer_1"	271	62	44	39	31	5814281	5361332	5253965	5162310	4871806	401	363684	5909090	5751313	65.84	65.78	167047	"171554"	83397	"99002"	13	"12"	25	"24"	12	10	1545851	122	"0 + 2 part"	144	98.378	1.045	3633.67	12.05	8.36	"5933"	"5936"	"5307"	"630"	"70"	323947	"104849"	111154	"52180"	"60773"	"17"	"16"	"36"	"33"	"1139_CO"	5751313	333784	"uniq"	"2"	"Minia k21-k91"	8.70542083173008
"fervent_mayer_1"	1864	23	1	1	0	3475441	155756	26493	26493	0	3545	26493	4678540	5520981	66.64	66.59	1563	"1335"	980	"713"	954	"1246"	1898	"2650"	3	3	5375	0	"0 + 0 part"	0	83.322	1.017	0	6.26	0.04	"7284"	"7285"	"5373"	"221"	"2"	26493	"1562"	1333	"980"	"713"	"955"	"1247"	"1900"	"2651"	"1139_T"	5520981	562851	"strain"	"2"	"Minia k21-k91"	15.2921464500602
"fervent_mayer_1"	44	0	0	0	0	57090	0	0	0	0	486	2284	340199	7150668	65.41	66.11	674	NA	569	NA	188	NA	326	NA	0	0	0	0	"0 + 0 part"	0	4.747	1.002	0	20.03	0	"676"	"676"	"468"	"3"	"0"	2284	"674"	0	"569"	NA	"188"	NA	"326"	NA	"1139_Y"	7150668	1565224	"strain"	"2"	"Minia k21-k91"	32.8337995834795
